contig	contig_length	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496812.1	24550668	0	0.014326852453450748	0.01658874895364154	0.016071000213102232	0.018966016272746817	0.01904307795746833	0.01485588692711959	0.015219374989086468	0.01668486217473841	0.016918035007349112	0.019888042680127723	0.019001404493290536	0.01887609332407624	0.016660377714850995	0.01808816975755167	0.022987812935894865	0.017184083927842667	0.01567895094729833	0.016791246191027877	0.014263129911478982	0.016807348302585436	0.017526378745760147	0.014427243361352012	0.018749157548045257	0.018225237934878093	0.019140770627962694	0.018416443265952313	0.019307696623500317	0.016448950225543952	0.015395734795997894
NW_023496812.1	24550668	1	0.018657961295953433	0.022099901827094228	0.021357945223014242	0.025188547652167593	0.025264299312274745	0.01956381156326569	0.0201552713494124	0.02129818860830757	0.022176981281038493	0.02618607653278121	0.025244745829505116	0.02513032883651417	0.02211656238478239	0.02398127843111868	0.029343075893009458	0.023202585854341144	0.022143062014553187	0.02219659544741968	0.020345014644551403	0.021636460617244422	0.023211221123271047	0.019171320762293047	0.02492000724910345	0.02320271136083198	0.025071139862015004	0.02316568857798398	0.025577758883026793	0.02130799696403943	0.019987683328145756
NW_023496812.1	24550668	2	0.0161558168567352	0.019604296254087442	0.01893112098524153	0.021789594140273864	0.02188201490945898	0.01720723177020045	0.017913525530741745	0.018724567656019018	0.01989415394309813	0.022473688248653725	0.02200570971429559	0.021976229747800363	0.019450796030132927	0.020973423923867317	0.025003930046071782	0.02034594262128121	0.018076316291005257	0.019259813734677663	0.0170723343584568	0.019422801567344754	0.02032591160734213	0.017194146308814127	0.02182220058295383	0.020463625003972207	0.021797776114250864	0.020384917692012006	0.02210937660044422	0.018921428607435207	0.01754247443263887
NW_023496812.1	24550668	3	0.015204631964399277	0.018057380216082976	0.017273031901349954	0.020756600637950387	0.021092431839738083	0.016063282516714843	0.016824386363039918	0.017457558003378847	0.018330617519709456	0.021594564915890457	0.02084346679829379	0.020744827752607147	0.01828453413607803	0.019860770632273414	0.02437716670004106	0.019300812834739268	0.01628074768373756	0.018209383874214644	0.016344025255796528	0.01835241458727251	0.018993865088625855	0.016004996578061304	0.020663095617208208	0.01945153713669569	0.02082146933577941	0.01913709657959641	0.021073230733203187	0.017801547694006964	0.0164338386713513
NW_023496812.1	24550668	4	0.014943165292717319	0.019088476644883414	0.018063340224273316	0.021645656941858507	0.021807271072702916	0.017124113885607195	0.01794653898742318	0.018437050217175	0.019547164601221502	0.022575835521156464	0.021979372606006388	0.021762633814977055	0.01931338083483653	0.020543277143235495	0.024820007246481375	0.019982099860623565	0.017804696754145848	0.018837975115728902	0.016808315101059304	0.0195334452990804	0.019468003290734878	0.01684139522596796	0.021690087966113363	0.020463197972768254	0.02178279776838162	0.020303555787973954	0.02204501990805901	0.018467439770912024	0.01719440420751863
NW_023496812.1	24550668	5	0.014262542831706701	0.017898329166791932	0.017033946129862778	0.02042281402402934	0.020674188360175833	0.016338655974869942	0.01703984440660032	0.01756518551634211	0.01835684885512141	0.021162075062740583	0.02075751310749833	0.02048500842431784	0.01831190935059302	0.0195044476360964	0.023437648638024566	0.01872839284809203	0.018353220880614595	0.017904370659661238	0.015536828966114297	0.018395052341153458	0.018816136901719592	0.016200126083374376	0.020696146897105114	0.01943380456603682	0.02056346369150234	0.01936084656545784	0.020890666144374983	0.0173461496913699	0.016497981914341563
NW_023496812.1	24550668	6	0.015748812994325314	0.019863061959933766	0.018905220043784	0.023976101006221884	0.0238514557856829	0.01794929742987994	0.018632890517829327	0.019644692074515916	0.020483370649520015	0.024794282573300203	0.02391890550794946	0.023721420004634897	0.02136766200203185	0.022280970547849534	0.0275240657375934	0.021793667017052702	0.020318923740290463	0.02134392030721242	0.018304719466506237	0.021584227892215986	0.02127199675122601	0.017544660918315427	0.02310646540762458	0.022257687317213337	0.024020925831162856	0.02138153688817168	0.024118120920994517	0.019335193234736602	0.018214537343226606
NW_023496812.1	24550668	7	0.013933318293747037	0.017512275226137342	0.01668551302874228	0.02001320572553557	0.020361067403706423	0.015877636169214466	0.01675202372476571	0.0174254502705232	0.018044952760672087	0.02075475945787482	0.020465265967239184	0.02024377124117595	0.018200003297709995	0.018973554036461553	0.02212486416952937	0.018454871803119107	0.017318076044469922	0.018248073970833924	0.01617457655386534	0.018614206174949157	0.018021840339222744	0.015693374629588672	0.01994545960805299	0.019277829949229136	0.02020015234187554	0.01913371546527476	0.020432318539017544	0.01708532503005615	0.016367275788415854
NW_023496812.1	24550668	8	0.014807146018054135	0.018868080129298935	0.01776664969165696	0.02215437973697165	0.022347548459120417	0.016569944674880505	0.01800003697967359	0.018796772667485775	0.019545724374377082	0.02300976928591928	0.02241414259635015	0.022497599587647493	0.019625011340373633	0.020927325970996554	0.025965737623193857	0.020458483023618555	0.016419771743289797	0.019638045923882904	0.01742541725454864	0.020113199574980627	0.019807946051325027	0.016598588624170747	0.021610637074728375	0.020907322326798993	0.022281038658981504	0.02041551975976369	0.022391755673210258	0.018408109011589194	0.0173112765887518
NW_023496812.1	24550668	9	0.015928721838657615	0.01920028696286952	0.018376055298054805	0.02236147481370386	0.022474982061379094	0.017375885819583898	0.018701941438497995	0.018708199484799893	0.019986230305609597	0.02310292388080656	0.022605291709967067	0.02258188187030789	0.020375191320737573	0.021306338785988286	0.025077429349566357	0.020541172038109387	0.018755406087364188	0.020166983924083507	0.017262680215855083	0.020916351239651437	0.020750136647661767	0.017066731141945166	0.022126959791676688	0.021332950415044433	0.02235740906481861	0.02090243132264901	0.02267225547349391	0.01925716254999115	0.017844792228661446
