contig	contig_length	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496835.1	6689929	0	0.019687705210120365	0.020264296204700577	0.02132397480167028	0.02415946565354841	0.024077737192415165	0.020781583870664536	0.02129105394661463	0.02084748392700748	0.020973766319021075	0.023962600836888802	0.023253677636974335	0.02414031309311635	0.02064975482862856	0.022379225453067204	0.026706570792236848	0.021310157367134683	0.020354203779385998	0.02101300036476701	0.01753512254996858	0.02148642495378666	0.020625122491476914	0.02105020811437113	0.021948291683257404	0.02216046341179224	0.02343096944818385	0.02171030885418856	0.023713646888681172	0.021606623684289675	0.021108616660176938
NW_023496835.1	6689929	1	0.013686405802475394	0.014386797360048841	0.0149410615592681	0.016562908287112876	0.016697504903569613	0.014708884673251321	0.014884308735788686	0.014852347357904635	0.014975172085284129	0.01664334514593302	0.01578228274241285	0.016535707153551363	0.014514064855573909	0.015402610731844284	0.019746879799802535	0.014486218794747794	0.014252602583041203	0.014525786369334836	0.012327574789974855	0.01488416305076173	0.0145206739779976	0.015160727299358169	0.015447958094576265	0.01570311351171855	0.016087822643021842	0.015441981205266533	0.016177243037768678	0.0152323396728573	0.014941155151515007
NW_023496835.1	6689929	2	0.015952355000102714	0.015643441171606605	0.016886175426967964	0.0194934403915204	0.019713824414480493	0.017109740817011235	0.01707821126324986	0.01682976039005018	0.017079379017046117	0.012039894660303087	0.009774387245627817	0.019412590091760287	0.015661081405847748	0.015036895960353444	0.023146412662772155	0.012104346165474747	0.015787649277363123	0.014634003922616278	0.015137703479680303	0.016538043249801487	0.01694533010080784	0.01764693993572223	0.017035582797936863	0.016345965731735353	0.01334114206892454	0.017158519109329265	0.013645149089417745	0.016921106889765274	0.01735400818397443
NW_023496835.1	6689929	3	0.01674612534228849	0.017398776146213858	0.017979411310972682	0.019789552012548246	0.02009977864765793	0.017845302413365943	0.017946668932140367	0.018025386036223955	0.01806844796172092	0.017277627959786997	0.01579994336574107	0.02005653187008975	0.017131135697702794	0.017199429923678056	0.023636466610801793	0.01582090171152796	0.017357850850593378	0.01688135669592388	0.0160077749706558	0.01803527049967674	0.017839149056545173	0.01819726248392403	0.018047928799336362	0.018018169748869346	0.017399547132312825	0.018698870493569837	0.017717747885114453	0.01818001568586992	0.017777967021461644
NW_023496835.1	6689929	4	0.015731082568475926	0.016279049358224038	0.01709060005834859	0.018537394198476435	0.01865364447962207	0.01693271887590251	0.0169575889756792	0.016987923699021173	0.017092611344489295	0.017974141740636523	0.01641826704280831	0.0186124231790299	0.016258534301528904	0.016765317999046216	0.02256437030106142	0.016168491793031325	0.016492460033885187	0.016163679207360712	0.014910145193966736	0.01695158530523825	0.01646519740459864	0.017232153519074877	0.01716760108208141	0.01727918590959204	0.017652491158662284	0.017777413384012675	0.01783811658845285	0.0173486707853844	0.016762922458291484
NW_023496835.1	6689929	5	0.014874774717959905	0.015034464129316197	0.015862328750593103	0.01749777897497964	0.017690557236377538	0.015942986682049232	0.01588563623661535	0.015927767859527115	0.016100006009085083	0.016023038854398465	0.014941309762724803	0.017619085050926117	0.015106869682860987	0.015280482237990705	0.020073854874937642	0.014125036694172532	0.015094183167731237	0.014982442208531576	0.013392678948471239	0.015811936179309545	0.01557124672480582	0.016328158398151053	0.016205638168139254	0.01606278740063288	0.015912100462994554	0.01665469343748273	0.01634356933308226	0.016232160183611448	0.015857411498706057
NW_023496835.1	6689929	6	0.020086577490953997	0.021425939592767014	0.022107698615763297	0.02439143400565084	0.0244691507079283	0.02207952974343408	0.02194209803899749	0.02208770930554101	0.021872733706177188	0.020961864947477853	0.01944638343725448	0.02458017666052374	0.02082758592260185	0.021412180692017686	0.026942785550148018	0.019399486487224723	0.02181368730575856	0.020412693666472723	0.019136802354962477	0.02207569606442679	0.022332610712649116	0.022447020861705337	0.022345666712662794	0.021518092888589118	0.021390094888778306	0.022780289865993293	0.02185264697265597	0.02245299193997542	0.021697869494467677
NW_023496835.1	6689929	7	0.018510040724810942	0.019353331187113212	0.020067072404328243	0.022368583423138626	0.02225708783308528	0.02027459288915724	0.020075497924900893	0.020111143078978756	0.020156042180668327	0.020605187403387102	0.01961067184618761	0.02238477610136138	0.018658371242854285	0.018970532906972842	0.025290743272946517	0.017838574551044994	0.019238595766185734	0.018279303435409643	0.0173699237843145	0.019486314100239606	0.019559298026517083	0.020504997494311453	0.019995910753642748	0.019710645097831894	0.020198472936390394	0.020867739417743846	0.02077255260691594	0.020624913892359174	0.019874942311399562
NW_023496835.1	6689929	8	0.017614654318701736	0.017840472648942746	0.01847538656689362	0.020672739927521798	0.02076347724260944	0.018531329120191103	0.018317704263119693	0.018667991391395144	0.018663155374202264	0.01763276221043402	0.016262719547743276	0.020752738618242325	0.01780660295050327	0.017361946320003516	0.023690221800735274	0.015558172607635465	0.017951967164833493	0.017463054792955714	0.015982357796379045	0.018613829451322512	0.017674441828229345	0.01882711897223351	0.01891516211449449	0.01876186976484427	0.017698130403586275	0.019120829788114604	0.01833721464085315	0.019146032098356837	0.0179604861620162
NW_023496835.1	6689929	9	0.020331285783058328	0.020856127729049444	0.021176844915222363	0.02366234481455935	0.023797373680580047	0.02127852726103714	0.021349201305893312	0.02207827339747854	0.02124207292755428	0.020973072374200034	0.019755467742888062	0.02381106434405166	0.0207181779294879	0.02108341622252628	0.02728826215727459	0.019496120431552265	0.02066813192770051	0.020509459833325642	0.01872990203622609	0.021419584691374952	0.02123644829524826	0.021807707972097294	0.022189292934640864	0.021690716790739972	0.021279955175005118	0.02209643096739116	0.02136265496153815	0.02195314107737856	0.020676840268323126
