contig	contig_length	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496845.1	13739618	0	0.0027039173730739555	0.0029094154536407585	0.002843626555423619	0.003530007493407379	0.0037004855502463883	0.00256870402028841	0.002897244790830492	0.0028453322748903044	0.0031566339824617693	0.0052206579486814945	0.003617795302977406	0.003331555705271157	0.003163452473774751	0.003013615659223022	0.011119329215772022	0.0027754251584059804	0.002583758367725241	0.0030913859289959738	0.002137972192971431	0.0036376079408321953	0.002995621333068649	0.00306714053168559	0.0047523479011053115	0.0046709759496433	0.003797387865907827	0.004770925812046883	0.004648499226234524	0.003810294899783414	0.003304148572593016
NW_023496845.1	13739618	1	0.002508463369113411	0.0029928221857698487	0.0029744634001132543	0.003926684164571034	0.004162489520804742	0.0022664928407997885	0.002672253949109386	0.0029956184913084516	0.0033471249968581186	0.005409761032311766	0.00419011597956192	0.0038307065873312775	0.0035108737759088253	0.0036049711776430845	0.011107445235670834	0.0033533704848956953	0.003009281222120602	0.00336891242690955	0.002792637680595348	0.003888149329675817	0.003386497545905418	0.0029918947398455205	0.004875738224882135	0.004602859057786499	0.004177964453957134	0.004500477838404202	0.004441750713645752	0.003313792750000347	0.002839483376173593
NW_023496845.1	13739618	2	0.005675740300410037	0.006426140172854781	0.006325375630305481	0.0077991709215535915	0.008091349622659574	0.005365338460901289	0.0059268912936091085	0.006274186723343797	0.006740402910963693	0.009328202798739684	0.007999711861386382	0.007770417346961119	0.006968502970000965	0.007302674725356931	0.013836454315940007	0.007164297066628492	0.005956978345444431	0.006903880157622094	0.005037533040483795	0.007367263420691812	0.007120114028954661	0.005863101208214364	0.008203494703358247	0.008050518485571291	0.00803629999289366	0.0073542353296395906	0.008397041856459479	0.0066136154390374225	0.0059421572605549864
NW_023496845.1	13739618	3	0.00741162630002978	0.008523232699207057	0.008252499250198747	0.010157666050111062	0.010156521366180948	0.006974299311083715	0.007664082348047785	0.0083118179901403	0.008704220754675673	0.011678148560238228	0.010536903502253208	0.010228003843837912	0.009178204218532613	0.00942733172827488	0.016391648093211957	0.009357262665701138	0.0077617493391295145	0.009085709160552532	0.006157233282367026	0.009427272031125533	0.009197651600382134	0.007717139122505177	0.010320177277170292	0.009773979442807638	0.010222820192194025	0.009533760209412386	0.010470953438947684	0.008430621284993622	0.007602013623038966
NW_023496845.1	13739618	4	0.006521622674856862	0.007386198767973246	0.007223809185607442	0.008813054736510034	0.008937491386675931	0.006268066194439129	0.006843519503871697	0.007206342879752572	0.007615431810291094	0.01008306172446056	0.009078883711643802	0.008966838940837335	0.007611515652531051	0.007920907062392306	0.014607171016062109	0.007984550455747861	0.0064206807301010966	0.007512373148255946	0.005392760344712587	0.008006505234810295	0.007804075724079441	0.006835457036135268	0.008610170972351339	0.008436967453708177	0.008905441323149316	0.008519014016986149	0.009329472213185233	0.007351678362230191	0.006793911517404033
NW_023496845.1	13739618	5	0.0072159770354034035	0.008457779993683688	0.008067198464273215	0.010571971448303982	0.010351643972435636	0.006907653126009334	0.007425122623234634	0.008134150530312726	0.00851809684924878	0.011655993767692763	0.010498649893385809	0.010378705415201226	0.008996733031809862	0.009256669809706668	0.0159177714010307	0.009175687201753635	0.007731235196953379	0.008925459481120918	0.006261255909478488	0.00944517633418885	0.009059731607328697	0.007505094896958462	0.010254165948110058	0.009968623615959717	0.010511758788085027	0.009380684699768549	0.010876981162312878	0.00829457442508125	0.007333101926906537
NW_023496845.1	13739618	6	0.007324242142751682	0.008428107058617062	0.008146662284993786	0.010149651388495053	0.010251161896613098	0.0070555376240863475	0.007450941198350296	0.008135660658010578	0.008488267255442574	0.01126490225130048	0.010250951482461546	0.010164543054762661	0.008639561827747461	0.009233683965911772	0.015140518956060958	0.00905973144079077	0.008355100079649158	0.00873473561394631	0.005456850691027695	0.00918333898035647	0.008985956337218952	0.0076159577363515245	0.010097614115142588	0.009884832618743037	0.010080621673319282	0.009357773804443238	0.010598904189631825	0.008301148604887464	0.007569847371255039
NW_023496845.1	13739618	7	0.007037269191230488	0.008115663820057819	0.00784965569869348	0.009756572385753583	0.009918806685219444	0.006801831520657828	0.007180061774257313	0.00817060291819513	0.008173917414050857	0.011139052571748118	0.01016062937654506	0.009871010741190027	0.008474993163929528	0.008751129338681133	0.016509238541410832	0.008580198083578605	0.008067603985157316	0.008454341261552346	0.005460472849767469	0.008905134606594737	0.0086642933502723	0.007204846963681096	0.009340820692349195	0.009508666638218422	0.010067328996435353	0.009065991626797856	0.01007386080059843	0.008171644141403192	0.007395509407079961
NW_023496845.1	13739618	8	0.007517331577383446	0.008802897733743844	0.0084913658312306	0.010529645576964725	0.01056869845881645	0.007267238482861527	0.007786288371494151	0.008576447578952836	0.00892973595502778	0.011685922978979892	0.010669222546330522	0.010501592023421871	0.009214433035156767	0.00954329534244327	0.016145222469495294	0.009505361253439313	0.008508443775072344	0.009335952556317138	0.004746309494664827	0.009481681210943345	0.009240123757692238	0.0077364765975393626	0.010493734455757773	0.010422049621539258	0.01052916893111842	0.009681364743027599	0.010797987823054722	0.008702616799682077	0.007861106851063325
NW_023496845.1	13739618	9	0.007795950500251611	0.009119495658854863	0.008802870913390902	0.011233278946592023	0.011334016036437963	0.007415800426681798	0.007911436008214813	0.008836433641491509	0.009224508099000014	0.012532179353845431	0.011322220225718545	0.011230552342245438	0.009227687255532503	0.010181134001431691	0.01723031226789229	0.0097497440733284	0.009018710438669803	0.009228052136429743	0.007204802916452088	0.009856636158265111	0.010004885030621219	0.0079247159617892	0.01107244661102615	0.010605580193545617	0.011458979287739243	0.01026390864492301	0.011632681140935503	0.009081481027740325	0.008042744896584998
