contig	contig_length	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NC_050699.1	2568912	0	0.0014280239194101195	0.0017326942216459292	0.0016505527281534594	0.0020422919051923975	0.0021913815656915015	0.0014694351083414695	0.0017982016517630634	0.0015612593068246561	0.0020259951101835446	0.0032424887621190757	0.0026145709802155638	0.0021050314414952265	0.0018297408355056005	0.002104474312702743	0.006540264632709513	0.0018213341920749622	0.0018117581841635153	0.0018020926108642365	0.0011713349203930456	0.002209852135058422	0.0018744478993971644	0.0021914065642392013	0.004866537519673973	0.004228399712594694	0.0028914430526395833	0.004840367703809321	0.004750493463528208	0.003879934820055029	0.00228658930634386
NC_050699.1	2568912	1	0.0014666945990283622	0.0019078322446543137	0.0017811821525835654	0.0023133492032738697	0.0025318448935950978	0.0015675738008264102	0.0019221202359912537	0.001716084330834609	0.0022577922723465184	0.0033274431196760974	0.0030556933703495227	0.0024460367540039057	0.0019022142746395897	0.0022479234001341786	0.006645172927842081	0.002072489904888356	0.0019282729240845682	0.0017817375705329638	0.0011048786123792995	0.002265139883266447	0.001925945682461739	0.0023071354786888066	0.004368694423822786	0.003914251638786327	0.002772130649492447	0.004366537004471116	0.004487648052928448	0.0033203560841652954	0.002308947502952919
NC_050699.1	2568912	2	0.0015474815058993513	0.0023767713297264746	0.002156597720278417	0.002931645901310212	0.0031276451626224035	0.0017548766256486375	0.0021559961078545776	0.0021273787521416663	0.0025039572537444207	0.00368751332230319	0.0033087183931064536	0.0029830812088074395	0.002406362322392001	0.002574439938456322	0.006107576172553212	0.0022262548097285633	0.002465925746203339	0.0023800970596843684	0.001339601034397184	0.0028116950645549646	0.0026236925397429465	0.00254246803716869	0.005361010152862897	0.004702585549084166	0.0033434005364209943	0.005079983863006199	0.005129894368907978	0.0038555511721533003	0.0024542280648704637
NC_050699.1	2568912	3	0.0020158238958069407	0.002885499574597981	0.002686555620611401	0.0033259086068732967	0.003452398396825746	0.002452591061048192	0.0028936688637298544	0.002712295967146367	0.0031502924962507686	0.004225377418561594	0.003928535103964184	0.0034254372994369457	0.002654822050936665	0.0029144483359642183	0.007425765036847337	0.002589173288188655	0.0025765789671076747	0.0025485425378289424	0.0015155421309949724	0.0030871483075784866	0.0028038200113064487	0.003179623207705358	0.005450368643919794	0.004698499812457153	0.0038219464861169125	0.005564399571760402	0.005404549332942002	0.004223473418874043	0.003183231537301963
NC_050699.1	2568912	4	0.0022914091457769113	0.003038372960362865	0.0030418026359233523	0.0035724607687409745	0.004085897450314704	0.002685529943028466	0.0030653397434658096	0.00287668752726979	0.003203041102740475	0.005116095203023788	0.004215207597304485	0.003824959448035147	0.0031865620951306863	0.003309019279307383	0.009270494339646733	0.0030539451650595903	0.0028982988980247423	0.0030573806866559415	0.001714180843632594	0.0035604385289685577	0.0031881396781704907	0.0033567594728566375	0.005444840831817568	0.005029864416463993	0.004192315175038105	0.0053144414512269365	0.005536580396106726	0.004290730658062887	0.0032523629139106763
NC_050699.1	2568912	5	0.00302637310916406	0.004098074016217703	0.004056147613236707	0.0052870626410435944	0.005541137039092285	0.003592489140680609	0.003974534252090125	0.003995894429589867	0.004325307778282084	0.0065005711294987105	0.005665660952128857	0.005225444719139698	0.004552509633983482	0.0049554997546373105	0.010866452913914132	0.004540598039606879	0.004243943245771863	0.00447748441373168	0.0023593192345405098	0.005069296440241663	0.004594434518736125	0.0043783731562143866	0.0068875476833107074	0.0062164038861095795	0.005584019355939174	0.0062366598496266515	0.006709491843771172	0.005003567641578242	0.0041746181016266894
NC_050699.1	2568912	6	0.003188458765845737	0.0042303380056204366	0.004105076068035658	0.004789213522219956	0.005084171075078509	0.003747158458606222	0.004142151002800521	0.004039754797424716	0.004355189564008312	0.00593858533824078	0.00535119054297117	0.004977933380682166	0.0039095862248323225	0.004648574040448622	0.009513161811008895	0.004326181310188467	0.0038599649744382055	0.003847639146207616	0.002345849413989784	0.004232792108657684	0.0040125346734471	0.00441984789510205	0.006549066027750127	0.0056666482065316146	0.0053352135069707944	0.006481558982927707	0.0066826343644112406	0.005276999958386227	0.004259881982300537
NC_050699.1	2568912	7	0.0027841163499515748	0.00369042118353347	0.0035963997500464595	0.00441637397324372	0.004614880461470632	0.003327331030292259	0.0037053349673053368	0.0035867342520691232	0.00393380543941324	0.005675073224537396	0.004783259590350246	0.004410482345331957	0.0039326299841329964	0.004133366359399141	0.01002787234482215	0.003812590018346388	0.0036069466266941816	0.0038099094330376216	0.002234701076693738	0.0042514168573739245	0.0039025262128947517	0.004008081129760153	0.005839677819314775	0.005375795309455442	0.004769935170641295	0.0056509631731597185	0.005816778850149962	0.004760687314333554	0.0037872216383476967
NC_050699.1	2568912	8	0.002943003585979383	0.004058357248624125	0.003937817049855802	0.005171043560236107	0.005545890116704874	0.0035770179244340884	0.003930900641597881	0.0038367212498193488	0.004201815710303244	0.006378771034916809	0.005735926726684501	0.005305150972822502	0.004176892785112608	0.004560086510846736	0.011052597413222292	0.004473142356082303	0.003824197481053401	0.004129773054033023	0.002275882436888479	0.004603905138817506	0.004416884196445401	0.004289880562312427	0.0063498889021219715	0.005869584222868145	0.0055715540728138255	0.00617948702933137	0.006751011593317168	0.005057280292831571	0.0040695169247316944
NC_050699.1	2568912	9	0.0021429510229362685	0.0027677916404055566	0.0026540678284657764	0.003259535049842697	0.0034521574374327298	0.0024138774104488854	0.002734452713893468	0.00264506478674776	0.0029950764317479214	0.00427887718595786	0.0037490623438779557	0.003292289024222476	0.002563819996013838	0.002842075793915197	0.007537390351749983	0.0028077686685270445	0.002494826929615291	0.0024763196904250564	0.0016970954923830178	0.0029745762799799806	0.00264624120720224	0.003121298453421951	0.005002788733831731	0.004367496793547198	0.00367583278479366	0.005340320655478261	0.005369415838766518	0.004282186533815594	0.0029692828540418105
