FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
0.023072365907950032	0.023726116258399488	0.024210965081229673	0.02810773199010913	0.027383602857669054	0.023231773710012768	0.02390899607913891	0.02393091161082421	0.024106792335299918	0.02319398450578995	0.02187529436947454	0.02673208659682586	0.0232550658517745	0.022825041397610258	0.031630471581347526	0.018839890290879673	0.02339643417716599	0.02254825373563626	0.019594406550437673	0.024517660121447533	0.02428083944730219	0.023876088155163684	0.02518705111317794	0.023710023299932066	0.023706147327900107	0.024982183346810606	0.02376520934695849	0.02372852861015919	0.02246903469224532
0.01789958716609343	0.017505678283377846	0.018218716309579504	0.02190193182429798	0.022051147180304303	0.019084547369087615	0.019139670617818214	0.018429296802740847	0.019004537082723746	0.014162762630307938	0.011778016407682054	0.021648583523459608	0.016880795928239947	0.014809193737998338	0.025384803224536023	0.010593767968363138	0.01646995786256362	0.015924064613649085	0.013446996083994781	0.01812635900785613	0.017470196117504846	0.019436570072370155	0.018170304516169127	0.017611124860698667	0.014058493804018102	0.019122106891950034	0.014721398617762371	0.018279335059998136	0.018768489211124596
0.015446595519037416	0.014995963781679215	0.01577349143802487	0.019497097637528746	0.019422754397549206	0.016633040678000994	0.016249969193221525	0.01588371338276878	0.016109589356760805	0.012315951380604232	0.0105119958649152	0.019019348703349637	0.01540806423959628	0.013559601168369411	0.021372680001569385	0.010266075877773194	0.014655783823078436	0.013964411975631391	0.012227675690593123	0.01598302825840217	0.01567859859238251	0.01679457132444511	0.016396408582169304	0.015728485368850124	0.012876210536438013	0.01640747411576783	0.013243870667012254	0.015551957196674238	0.016431421648601285
0.004854682183623149	0.005173220318068978	0.005245232652182511	0.00600120817137271	0.005998067610217145	0.005185439170696222	0.005559135204099863	0.005170072568017924	0.005701581313646172	0.006044049547105663	0.00596827443875103	0.006064654085778899	0.005222631993524306	0.005660012774681969	0.00756380807051672	0.005205409560176491	0.005199825173336267	0.00507064942909747	0.004469115928412071	0.005518950405298465	0.0053140916591948644	0.005774593793441053	0.007021337497436375	0.007119984677154539	0.006078951507837854	0.007818563445527404	0.0077547277370589255	0.006634166403752854	0.005660783631632962
0.018626542994936025	0.019129548121930257	0.019329695989520328	0.022140698135349413	0.022004476316200804	0.01959528704338559	0.018910263687344726	0.019748287228906616	0.019008049874222	0.021301832609367986	0.019941682356904487	0.022003070573094155	0.01991302004866909	0.02021736211140932	0.025348278660846914	0.019034253756174395	0.0199501058438169	0.019169932023459207	0.018318314295498822	0.02025707381808233	0.020313511359784327	0.01934829581231184	0.021035542635755636	0.02090277682879376	0.020771829203915102	0.020221566160676472	0.020962769460435605	0.01981637875019116	0.019085594670752173
0.018214620222353727	0.01936635572427404	0.019449287526830544	0.022054901588696232	0.02153015941357163	0.019537845043897998	0.01949749317099953	0.01961549548304073	0.019789469185303114	0.02227113132483684	0.02084742535252767	0.021970675707575535	0.019167539463372383	0.01994004346587447	0.025160850896586776	0.019110921979413522	0.019011727908215786	0.018938914135186773	0.016249619034388353	0.019487670888116312	0.018966583397362465	0.019798087166345228	0.019663503518082607	0.019786761509356376	0.02154456889515089	0.02087547744736643	0.021933859412653686	0.01980567993520253	0.018836011494195403
0.01647947348821313	0.017531513599927294	0.017760291172627368	0.020414856674920174	0.020622560704369738	0.017530359963940704	0.01751230688409516	0.01802303330897976	0.017373644179985128	0.019813245590983956	0.01846320965199952	0.020578761187084495	0.018866031383030002	0.018657887266017043	0.023832542209946773	0.017916736646292234	0.01881508562781462	0.0181097900178628	0.01693166646569995	0.0190319366909384	0.018684517672664713	0.01755423021543185	0.019827657830096206	0.01920894923723107	0.01912900621072524	0.01842025374843598	0.019457612014942387	0.018034169695481196	0.01666001983063528
0.021380219833471336	0.02286298385236546	0.023233941053413087	0.026223057338367058	0.02641920398492602	0.022937778913700208	0.023026271241459177	0.023877097205657668	0.022662071455273703	0.026427168908991154	0.025434616266178756	0.026013022478411522	0.02338333439501042	0.02442947926960416	0.029296864729603043	0.02394134481021473	0.023628926191657323	0.023423641091864313	0.019994438558225473	0.023772763373909957	0.023252125602338785	0.023090332593862475	0.024659787352732828	0.024565499079320298	0.02575629322534882	0.02433489199641648	0.025546369895378358	0.023723369072143088	0.022407824959218888
0.0215366260119362	0.023712510459958945	0.023778535173293373	0.026647870365280855	0.026299941966614417	0.023708944714360247	0.023799458988597873	0.024528931343736893	0.023544281959921615	0.02690571723138193	0.025789659816590815	0.026971012701062308	0.02485366849244947	0.024703574107178612	0.030680588006073102	0.023818182612848134	0.025382580822295577	0.024262946318909104	0.02192272893349845	0.025026498153620624	0.025131284024554973	0.02350439471649555	0.025588685768233182	0.025406032185705866	0.026447919842639674	0.02514202224778472	0.026356122180104802	0.024593580816344003	0.02289011299874597
0.020435986819728615	0.022995142315171208	0.022881856954662855	0.026047238830508884	0.02630994334162786	0.02263609083605614	0.023082929788531083	0.02352489424656098	0.02269052754896614	0.026779705197045253	0.025661081914741028	0.026210922469773322	0.023401227936198605	0.023873235206322806	0.031052862863175577	0.022503960926860012	0.023420689408597737	0.023240643496731706	0.02082094208595023	0.024019440318884894	0.02349052658185482	0.022845852096822744	0.024646680683688662	0.02403844221941606	0.0259339609836478	0.024097879620422022	0.02594689105475853	0.02343846500425143	0.022437771491718186
