contig	start_coord	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496837.1	587474	0	0.0042722548284727015	0.0029551230688557094	0.0031206276704363275	0.00386720163960199	0.003066811846183148	0.0031950165792888853	0.003522817392541216	0.003753236587343627	0.0036514923690398678	0.004359542482362394	0.002936831175028469	0.0035964547116836025	0.0022102386022595055	0.0033041329997072605	0.012814047681806353	0.0034141563659900957	0.003346765345507458	0.0021603809767921076	0.0026713105461045076	0.0028078666457153944	0.0030566270318770597	0.0035539167106090944	0.004370584305560727	0.0036539165897653716	0.003492656415720267	0.003388500531858143	0.004201403201280194	0.003762985469824392	0.0032589651158056124
NW_023496837.1	588610	1	0.0032821315668173576	0.002369233577279643	0.002240538735162021	0.002720862656319319	0.003148495448724345	0.0017009722267049153	0.0018505807304787648	0.002548313025401763	0.0023239595690972077	0.0033667122327256773	0.0036270702589848223	0.0035615320544047234	0.0021132474401251797	0.0022797854097262107	0.006856019259430917	0.002377616807997152	0.0018472682684418788	0.0019879734419085224	0.002703636097260942	0.0031440590697913054	0.002690421803988752	0.002363662194169117	0.003938966605516687	0.0031674453286674622	0.002974270546423639	0.0026259176643258484	0.0032961235817535357	0.002268837923174987	0.0023617764590623358
NW_023496837.1	590414	2	0.003987566565783155	0.004202101130315213	0.004404063861418391	0.003320598306042022	0.004533508905218767	0.003570216467985373	0.004299065662080046	0.0051246782417555805	0.005088868297134347	0.006948257933571664	0.005504847519539815	0.00484655164568182	0.003658882059856228	0.0037686553624026653	0.01060419763852524	0.003327981544414473	0.0025747939230548345	0.004011070790790099	0.004940000345370206	0.004135008690436565	0.002947836185452107	0.00452742701543556	0.004555248205885871	0.004382074825171194	0.0049045184382356	0.006172915569590982	0.004560586360833794	0.005001941885305902	0.004087970276315399
NW_023496837.1	591557	3	0.0007206100208004699	0.0012893724044597593	0.0012650351472352427	0.00152536666870162	0.002388905757892399	0.001158997679019242	0.001120865190074176	0.0029255281875785054	0.0007451462589163143	0.0048050692197617135	0.002744140669273223	0.0019134173632995737	0.0016266040403727115	0.0019429542546995837	0.00835082199623323	0.0023385866678527455	0.0012477772371826392	0.001479992086363623	0.004365765286076017	0.001772744907969515	0.0015464735810759042	0.0012670765192745997	0.0029383653541190094	0.0028844145780549347	0.0024791861635848054	0.0014882528620517098	0.002520121781961951	0.0021588691936590483	0.0013533264680565507
NW_023496837.1	592806	4	0.002122881403716922	0.0040844590446080286	0.003166757944695395	0.004364679377417422	0.0029203213163642204	0.0026929143975790867	0.003283793966825125	0.004528386900843652	0.0037427842848503975	0.006129184047182683	0.004894188391348551	0.0039009561478809637	0.0042610767763299594	0.004163089112759944	0.011357154971409997	0.003975000427676874	0.0030571033536597432	0.004092914163901288	0.0017837975229097087	0.004965127246297439	0.0036521947568237787	0.0029724210264925996	0.0035958378741718536	0.006127159235661627	0.004092703579265226	0.003974249321923561	0.004387360067842446	0.003712135161886832	0.002419013848852513
NW_023496837.1	594607	5	0.0029954315470390176	0.004058011810857203	0.0044111399606153855	0.0040324323874277946	0.004097015457735834	0.0036018119933866857	0.003723021009791525	0.004896164794244352	0.0050412842785704974	0.004263862599671906	0.005169441524388314	0.004777575079063752	0.005185224652987735	0.005406393016407467	0.008799462581755709	0.005024977400418127	0.0037183294168827577	0.005218941880750671	0.00349350697141765	0.005493600313047333	0.004728852791862941	0.0042021150964670385	0.005066450478172426	0.006691902304746057	0.004640713788229964	0.004596098391672893	0.0046912303557491266	0.003979798104572813	0.0037601192994637634
NW_023496837.1	595607	6	0.0036039767104976634	0.005076942476550018	0.004819939843225615	0.003858590455774959	0.004731302185216679	0.0033014450141511226	0.0043486984804335	0.0051624258496863465	0.004831603746205524	0.005771961594454131	0.0047743738648390035	0.0043201459166211965	0.0064474320133599385	0.005894535882633499	0.009291226146959724	0.004761762352837938	0.0054618293333429865	0.007095877395417693	0.0035752985795013503	0.006347669578992293	0.0067945714719437845	0.004300565930108017	0.0075600222713870565	0.008605804491887279	0.004780720806321814	0.00644731737668106	0.004743674866055534	0.0048484653740310515	0.0032933714698020217
NW_023496837.1	596650	7	0.0014446890423577255	0.002483101488716921	0.002116583755335374	0.002118151632984531	0.0037229318394388713	0.0018266306969000887	0.0019035532031453218	0.001936919150655173	0.002289625955539023	0.005025694461799582	0.0035529477867769464	0.003268150575920344	0.002372797309904166	0.002157166143978014	0.00504748353264331	0.002692904658648754	0.0017534558700124294	0.0017972018041023208	0.0020660076048366247	0.002584063169962682	0.0017309793601378212	0.002861254161865085	0.004464766261098321	0.004170172707706486	0.0035432987905440632	0.002987520741257875	0.003655985611853477	0.0023529260081494373	0.002795973182396966
NW_023496837.1	597781	8	0.002333399207191335	0.0022052565920500124	0.0021634675287084955	0.002491510240896181	0.002792499081933004	0.0025382516992062845	0.0029254397957049526	0.0027063117700017935	0.0026520394660026897	0.0034686811789554754	0.0038300054079704704	0.0025527113875518995	0.0017945728231712336	0.0023083397259882005	0.007780894856093647	0.0025051845946633864	0.0012691933459093806	0.001702440480144096	0.001909540880544726	0.0021718967073486375	0.0016622243346942735	0.003158115391608736	0.003427984916762388	0.0023705035243405843	0.0033779709246188738	0.002727460827996769	0.0034219876244525925	0.0024347159047484975	0.00298137351215329
NW_023496837.1	598948	9	0.004042579866203849	0.004651640318931268	0.005270513876076367	0.005286059153274256	0.0059651101928490146	0.004687690314300927	0.004813493411862144	0.004767978831682059	0.004864229462603987	0.006663799054505877	0.006368253903313426	0.0042819481519542095	0.004680302721707617	0.004451556996401859	0.012620799173520634	0.004146260694425903	0.004228950072709274	0.00569915487649464	0.0031299417165428097	0.005437224638410366	0.00547750750771764	0.0050107158091910456	0.0063594384782544875	0.005469875543657986	0.005932197811048753	0.004901069847638866	0.006175264235502528	0.00565663076121363	0.004367206400963397
NW_023496837.1	599989	10	0.00367476710528743	0.004802244642734635	0.004569224702839863	0.004851351417932634	0.0051929273561675164	0.004219676089140016	0.004413823837065206	0.004496404461775727	0.0043364541345728425	0.00587780629092366	0.005884527502651205	0.0038969616996434226	0.004769897705434002	0.003941222087267981	0.008604959282482288	0.003601403929040482	0.004409198730465885	0.004522550313893569	0.0024660271248839265	0.0052498562826672574	0.005362971087592617	0.0047790108859283986	0.004718030558635588	0.0062229917648821305	0.0047449185561951575	0.005743078363379049	0.004888240946244839	0.005106825967082299	0.004115701647175833
NW_023496837.1	601137	11	0.004143206467703748	0.0048355564889075685	0.005542539636661514	0.0065331928938286345	0.005777497817101146	0.005512635659797557	0.005407540165624699	0.0057435856727446515	0.005563962301925496	0.009328900870127306	0.007419786872515321	0.00693836482027887	0.005741284910315159	0.006706510652409385	0.012791135019515544	0.005462642975421907	0.006384756884345685	0.004683434919942903	0.0059517292252327545	0.0061731002679028795	0.006205613253457468	0.005544013143504069	0.007733917807974369	0.007053442978409337	0.007065735712357261	0.006205916525033724	0.007808278850207552	0.005295444963538076	0.006017454971246017
NW_023496837.1	602166	12	0.004796452671850086	0.004154335994730017	0.003652578542896048	0.005367175810016571	0.005349333028229296	0.004517418543849476	0.004291851221196341	0.0036395659772798955	0.004291601487596518	0.006205858287202907	0.00546193241618092	0.00534051191058318	0.003788226436911896	0.0034881879840223335	0.010564005008915172	0.0030905853594197313	0.003803516554369129	0.003793067257784079	0.0034789452376207805	0.0034231057415100357	0.004507366355035159	0.004921001229697143	0.0060024656190301425	0.005308753609728541	0.005037645230190984	0.005721706564286652	0.005907493727647433	0.004123590156911556	0.004569706198881964
NW_023496837.1	603745	13	0.005786448054974938	0.00563834771025896	0.005834147331827532	0.005206117569961187	0.005909138703261266	0.0059972468019618775	0.006057022952011006	0.005880749533676647	0.006309122613028503	0.00621767000168453	0.006523993547827895	0.005198275589218783	0.005125823007516109	0.004736977618622324	0.00967276709187012	0.004071358314021865	0.005230331907945737	0.0045789109918348975	0.0050526498290381005	0.005581663859024572	0.0057627778104423905	0.006446247072512896	0.00681752112535673	0.005759809843094755	0.005457881261025636	0.005702234770336851	0.005530120009631354	0.0059780886763990924	0.0061193005454821935
NW_023496837.1	604802	14	0.0030968269853089976	0.004095488291274736	0.004656029566188812	0.0044885453578122165	0.005415350072345907	0.0026154633140918044	0.004029919827947691	0.008778396989873254	0.003806810105792964	0.005732589652843714	0.004732230295349192	0.004462050088212742	0.004160474234173954	0.0032796185634352657	0.01014341477910481	0.0036139914745594317	0.0036347559169922585	0.004240550063182143	0.0045339464946430545	0.0036588864677430835	0.004947457318137893	0.003664653085324273	0.005412361364639565	0.00490032087133721	0.0048287807717503585	0.00634352317339869	0.005463629935914231	0.004341774203823354	0.003817190083829473
NW_023496837.1	605977	15	0.0031220981950326483	0.004369162025902535	0.004557997336246585	0.004858600292864153	0.005468442692285852	0.004422790642670857	0.0054046977952148965	0.007010880045812775	0.0047760364158121295	0.005150546920432665	0.005417363790013105	0.00507454150653438	0.0038038046245686585	0.004834893233570028	0.007262818032634334	0.004922122773096032	0.0043758881247299266	0.003971153070573685	0.0038809209407563296	0.0046151611437064005	0.004387610778934346	0.004719834050393881	0.005414020948084214	0.003296512277371802	0.005213056012312652	0.005998717601133123	0.004992106687930664	0.005607289021878166	0.003994518754569298
NW_023496837.1	607063	16	0.0064560628088594745	0.006852632761917998	0.005887875243297762	0.00722252966203777	0.006863496268296025	0.005777019507110997	0.0068563399637901834	0.006510199914128517	0.00669045835971524	0.008414213088637245	0.006411346842252614	0.006260960350406997	0.007669698762273167	0.008362294042922904	0.008024021898542958	0.007380933648219286	0.007726183663643718	0.0073523459875580325	0.00714549375725641	0.007215711100131311	0.0073395122156138465	0.006050247022401234	0.008453714174236824	0.008619899769652852	0.0065322882404732574	0.0068586910183788125	0.006616106955018453	0.005897218710788154	0.005565850410119151
NW_023496837.1	608145	17	0.006967994154314054	0.005469930850730778	0.005449450914016054	0.0058331635026613515	0.005985318333377932	0.0050135894412614325	0.005890460219816796	0.005945087322684746	0.005782075473362222	0.0078141045931782	0.006718294727630609	0.00704219659858102	0.00607349513682865	0.006159671920778873	0.011525773611744556	0.0058056751144294795	0.0041258122297158075	0.004976000349078858	0.00717210006091823	0.005731661852386989	0.005527485482052377	0.006097043670037204	0.006742061455409099	0.007750578037980897	0.0065342550611784435	0.0061618782923828375	0.006950289678745949	0.006049239547412362	0.00607984198205839
