contig	start_coord	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496846.1	3571436	0	0.00838437984401359	0.017154772443003327	0.017491332617825962	0.02034444954020325	0.016022800112794836	0.011515139678211413	0.012674169435048992	0.016594807045932608	0.013973519272567325	0.01949672427787455	0.020460123792538462	0.018368443098409567	0.013359410269964905	0.012228528819638365	0.02414016527815445	0.011586760368206403	0.014558080202462406	0.013305496567712348	0.010019385317603944	0.014399011373499396	0.013036473385065502	0.013318622550005356	0.012458804333024718	0.015753401097195713	0.018453200981578047	0.0169892377403003	0.018279338906177032	0.01725553190091131	0.014315420116440287
NW_023496846.1	3573680	1	0.0038112077774547573	0.005501085716918563	0.005240762116128874	0.006034323131110792	0.00671224962803004	0.004135686643169086	0.005313181341486713	0.007155822049430466	0.00520651742045981	0.005860320658648903	0.005093958196452455	0.006089794683273975	0.0041230008326646585	0.0036228763796623564	0.009007953252270919	0.004273577245791035	0.003749731739585151	0.003516766488942117	0.003054933106076717	0.005382883404329092	0.00371775319548304	0.00470583200027261	0.005144189210977215	0.005383341452490122	0.0065095789940712	0.0077579408134166505	0.005404894943705792	0.006012539475197244	0.00550076826248588
NW_023496846.1	3575222	2	0.0024050481061136755	0.0032291412506709936	0.002726921410586107	0.0022425448712117256	0.0023374813334083636	0.002735287653605861	0.0038115808777855944	0.0031066839109445622	0.003578689982084774	0.0034014943907386356	0.003775665243309607	0.0026163923764597422	0.002050478630698835	0.0024194088366067783	0.006921743930320869	0.0022399838244803482	0.0018948894698545334	0.0021592643326369494	0.0021416123130822127	0.0025384262983222	0.0012383385982847857	0.003673316458188319	0.0036569883800322044	0.003324976335819185	0.0020377264351104716	0.004068426266045298	0.0027469969140469456	0.003792650288380622	0.003877413549581948
NW_023496846.1	3576337	3	0.0019748289065585067	0.00358612134862827	0.004527519860157895	0.003572568865439031	0.0033887033826447634	0.0037693064918976863	0.0036886893474415614	0.003447294678540882	0.003979527348950136	0.005659529768628371	0.005006632468614834	0.004849475381072787	0.003568875335105677	0.0036925037748070885	0.010861602403296814	0.003461673061668634	0.004019248162159698	0.0032830615819453104	0.00353803894773352	0.00418287018603797	0.0031099283216801735	0.004129242501440786	0.004967526212116107	0.004151161487550567	0.004253042590991015	0.004759315948725904	0.00450007460345738	0.004362211242825184	0.004552831864464319
NW_023496846.1	3578153	4	0.015863626330820155	0.031212328032318402	0.030639345876496568	0.03894481014861196	0.0387132632984834	0.023132045163350733	0.022158331015725903	0.030190055645764418	0.02708508338697633	0.040510817330829035	0.03784536461889966	0.037101474537116326	0.02823331124772355	0.02841061219458295	0.0417839531264734	0.023403192068350738	0.03260262702267252	0.028290015320949078	0.02547536335902038	0.029140883277734994	0.026932586968535788	0.023223590512262304	0.03144204155604401	0.029950085212349018	0.03826123168995492	0.03320333415901574	0.0375950211745134	0.03283103852453077	0.027997930642261706
NW_023496846.1	3579747	5	0.00881475762588065	0.018727426841273667	0.018247819857664407	0.021433893708804053	0.02182422682424888	0.015496099647389166	0.015341010987392488	0.018441547978093362	0.016163680145689103	0.022323042966149224	0.01946596747349627	0.02075137990627106	0.013292276803878497	0.012235855691736864	0.026483345578687523	0.01241653295591183	0.01326347211534317	0.013776916835174242	0.012219193710952668	0.015302214044876432	0.010759361960620982	0.015377909186835502	0.013457047771011638	0.015706865110406455	0.021257298491182047	0.018741253498563138	0.02096972459632566	0.01892062460276924	0.01706642977280699
NW_023496846.1	3581469	6	0.005040840979261048	0.010491231121080571	0.010120424832946597	0.010123344475756878	0.009104290054963111	0.00703922133801826	0.007681058363438889	0.008958750527617094	0.008289488277589388	0.013285571069436697	0.010668935952727788	0.009248532939171836	0.007487268786696303	0.0075820814513053204	0.018341979056916268	0.007094337303828514	0.006959209251149009	0.007385683676999443	0.005894026438350161	0.008314291196087441	0.007338634417627457	0.007723582517191027	0.009257475482341916	0.009413443007804537	0.011256849003373154	0.01143175547893291	0.010932698375866929	0.009939011818579625	0.008233129000876502
NW_023496846.1	3582688	7	0.008998199355327002	0.02282019470486219	0.022933743828140108	0.020495053113002593	0.021013812906581806	0.01783702506107516	0.019008276263952233	0.022467214697250427	0.02077778255096797	0.018836614128232728	0.019057396007537423	0.022015405494052415	0.011534044510263389	0.011834767778957785	0.02608949770442432	0.009414008957936343	0.01379500925703212	0.011974922544324107	0.009512825704435382	0.013334502780440377	0.013729576725015255	0.01776498935596885	0.011439677963034932	0.013145623234295434	0.018253300615398083	0.022262858348150005	0.016766808300511218	0.023483633348948534	0.01942184210709506
NW_023496846.1	3583855	8	0.008308434190796393	0.014268497791405398	0.016384984040162608	0.027534064511925554	0.02313870254840192	0.011194199142298272	0.011800828629068238	0.015172760718778208	0.01463400785762585	0.02063344126858903	0.024522195073890796	0.023788966203924938	0.017572060773882153	0.01797172011517293	0.0279827119320548	0.015530971763477808	0.015469785686327224	0.018063087159084584	0.01559017212151163	0.018338863875283492	0.01607659985396214	0.012673642782818455	0.019907070438600134	0.02011526603214679	0.0203475517827437	0.01885833970949818	0.021102496656258192	0.014294170043419494	0.011325645286175906
NW_023496846.1	3585143	9	0.0017357646810131596	0.004353627037441404	0.0034184242936105232	0.004422358959792985	0.0046163018346946924	0.0027034370246656688	0.0030447503220546344	0.003557753784508223	0.00382720258696998	0.006779896672810497	0.005150063175361704	0.005817631013384896	0.005245925151831995	0.005198681785188795	0.014023599341360432	0.004448288023896534	0.005389551279445933	0.005305530106824699	0.003298476296355031	0.00619685008185689	0.0049089217726736595	0.0030827715736097485	0.007266739722086253	0.005597098484788445	0.006159381595201926	0.004342157881244887	0.006400935590422669	0.004866429439838652	0.0029833491893385923
