contig	start_coord	window	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	US-CAOx	US-WIOr	JP-Hok	DE-Jen2	JP-Kan	FR-Lez2	IT-Tre2
NW_023496800.1	6643392	0	0.006768527427147961	0.006624668540872416	0.0056185001460183365	0.010018560460226532	0.010361808303267425	0.005957664121514127	0.006213289290845746	0.006818260164012525	0.005857633439257387	0.009342682303811642	0.008124111119981637	0.011083322848339235	0.007367343464900607	0.008271246100798534	0.013322897222470001	0.006436644974805258	0.005872953287756023	0.006582547947468595	0.006031539196469298	0.007777844440955282	0.006040532898009661	0.006409042639472143	0.007202629787827285	0.007718035367451383	0.0096130606776674	0.0072195050482086204	0.009828355965964243	0.006210269746115257	0.007092783391957624
NW_023496800.1	6644686	1	0.00613910763492555	0.006422690259966115	0.005883283663879822	0.007659042261778051	0.0071304589938370085	0.005569093147960689	0.005606487780799714	0.006119623881043988	0.005487768345735351	0.008040330634190443	0.007132812315845362	0.007829814457031426	0.007078106621788342	0.007487381480180224	0.009037932553706444	0.005767440131230092	0.006595193781557961	0.006499277591801528	0.005443230000408216	0.007068107515004501	0.006597799485015368	0.00528135279408794	0.007597891024732843	0.007257446095648537	0.007350512330679023	0.00795272148133654	0.007851700875760516	0.005921847980344664	0.0055043521705001675
NW_023496800.1	6645765	2	0.019066291219910683	0.026592163279595394	0.025034431904687696	0.026399514672761547	0.02661217929312331	0.025394144096844366	0.02468689875115255	0.023857324512557433	0.025871567301028263	0.026582238196475674	0.027755782782146837	0.02620289857807124	0.023772986353775644	0.026798313644527838	0.027576673751147477	0.0234654290148955	0.025575644640488556	0.02475310069220497	0.024017939707188206	0.021383257672722884	0.0240911806583301	0.024400343605666855	0.02878769351543482	0.024163287994456332	0.026620021530074964	0.026865133949935213	0.026998440359289232	0.023779158810751034	0.024897206024570056
NW_023496800.1	6646978	3	0.007071210710734866	0.009533315443792031	0.010839611211347003	0.010214408301541968	0.00926782041094304	0.010418714202412114	0.009764656865064626	0.01044060873266587	0.010251420674556581	0.010638522736192275	0.010171580968422862	0.00905377199341878	0.007558877944257636	0.0075494090462603905	0.012001290902347257	0.0074602146042598745	0.007084028863469199	0.007055962364732706	0.005605531744350128	0.008434358009221939	0.006632142121218849	0.010422562901342212	0.009103924582636227	0.00932308575312722	0.01054085494058051	0.009995834808573217	0.01106692881931669	0.01015679473504535	0.011120154366721249
NW_023496800.1	6648172	4	0.006657773485325625	0.007998157483473278	0.009213398532707614	0.007970580937988908	0.007966042635750643	0.008557264971178933	0.009184464942513086	0.00916305294258757	0.009642788721044728	0.008484241605324811	0.00776720611118616	0.008302093821994178	0.00801812998302671	0.006631122286075415	0.010276985658716799	0.006940904504835052	0.00975125204824215	0.008475262372511224	0.00685139382145456	0.008582140486898251	0.008835686506736875	0.010058754305616162	0.008956748233044187	0.010107904970236337	0.00816775833384583	0.009350334441706949	0.008450305480006057	0.008980105085462915	0.008592763979287626
NW_023496800.1	6649650	5	0.016934125797151315	0.018223379847479546	0.01945323408612626	0.02033191711746512	0.019046340824132493	0.02134004942257271	0.01990692491524979	0.019857775174616756	0.0215840922882247	0.02226360724575332	0.020525685528162786	0.020488355290717394	0.015777831834579818	0.017293215926350407	0.02328743840516883	0.015283880004626296	0.015802726834769472	0.016724390820062506	0.014370827517780991	0.016909818214767374	0.018112554849190624	0.01979537397494216	0.018418951688768025	0.016355247820024708	0.019545401745853057	0.020070300036380672	0.021870233435313368	0.02241408003594485	0.021818370942196654
NW_023496800.1	6651233	6	0.02566307925149981	0.024659962573358864	0.02463660076652952	0.023485048522723238	0.026219320111589683	0.022477189063514393	0.021210008755059358	0.024074176967217382	0.025339837337084878	0.027395502217831293	0.026489285815367677	0.02622627263853027	0.027734607071918983	0.03301537031042663	0.031114307093184985	0.027710993894519875	0.019417749467844275	0.026551098684727787	0.011404138357861419	0.028523774863136078	0.024209686679467272	0.018939487913147948	0.02888752650138194	0.028268179825671674	0.02446237885051616	0.02597563867797497	0.025395455989946084	0.023692068926091936	0.019829375908640777
NW_023496800.1	6652394	7	0.007365195761945055	0.008480780108238108	0.009769756164823234	0.009299834780604862	0.012101411772428239	0.009057734064567608	0.008682299884588102	0.009803836266118846	0.009577555192181302	0.011178114584959233	0.010550503975482064	0.010885772907022948	0.011535033278440696	0.011288478523888465	0.012393118416296164	0.012574128324928838	0.010349389381316104	0.00983069006218389	0.011547854428605467	0.010674557442829554	0.008642648234804918	0.01078117106163124	0.012452189344185866	0.012026750845674885	0.010866686693191631	0.010207749255478451	0.011094151070968327	0.009978134212912474	0.009483552733910744
NW_023496800.1	6654278	8	0.013235687072347018	0.016585524061919214	0.016426038244914815	0.018769782593809906	0.01790257735643149	0.016931699924604277	0.015690997038307945	0.016337860877204877	0.01690930719549237	0.019712201019171087	0.01823515377005788	0.018563521699160045	0.015830832446584182	0.016479518019062722	0.02026552063314408	0.016136061305388232	0.017788926015381602	0.014681673756766897	0.015949910833517884	0.01596535999115335	0.014627305968591287	0.016633905575737035	0.018668229218622667	0.016182880139200655	0.01793897156450462	0.016922743386908752	0.018663998883257912	0.017599679801947727	0.016997497887792253
NW_023496800.1	6655670	9	0.010621659323924105	0.010690199732468502	0.010876178994528697	0.01229666351885101	0.013328153983235232	0.010977866073171725	0.009674885724356172	0.009593708549408749	0.011140989029409246	0.013111538779001189	0.013330683421944036	0.012602088024072816	0.00992854354784173	0.013162571004258479	0.01772091119625505	0.013266762985328584	0.009054402691123703	0.009361637094269508	0.009258892298450937	0.010063339282852574	0.010082562524999611	0.010221100402435727	0.010834678907912705	0.010688661607006131	0.012761318114651614	0.01303102614872408	0.014028522822278478	0.010759068800790424	0.01105412890293587
